"","Year","GDP","MED","POP","COW","TGE","Economic Sectors","EC","IPCC Sector","IPC"
"659",1994,7287.24,32260,260327021,101.7,6745.2,"Residential",363.8,"Agriculture",566.2
"660",1994,7287.24,32260,260327021,101.7,6745.2,"Residential",363.8,"Waste",238.8
"661",1995,7639.75,34080,262803276,103.3,6821.9,"Residential",367.3,"Energy",5653.8
"662",1995,7639.75,34080,262803276,103.3,6821.9,"Residential",367.3,"Industrial Processes and Product Use",362.3
"663",1995,7639.75,34080,262803276,103.3,6821.9,"Residential",367.3,"Agriculture",572.2
"664",1995,7639.75,34080,262803276,103.3,6821.9,"Residential",367.3,"Waste",233.6
"665",1996,8073.12,35490,265228572,103.8,7023.5,"Residential",399.1,"Energy",5841.7
"666",1996,8073.12,35490,265228572,103.8,7023.5,"Residential",399.1,"Industrial Processes and Product Use",374.1
"667",1996,8073.12,35490,265228572,103.8,7023.5,"Residential",399.1,"Agriculture",577.5
"668",1996,8073.12,35490,265228572,103.8,7023.5,"Residential",399.1,"Waste",230.2
"669",1997,8577.55,37010,267783607,101.2,7079.2,"Residential",380.4,"Energy",5912.7
"670",1997,8577.55,37010,267783607,101.2,7079.2,"Residential",380.4,"Industrial Processes and Product Use",379.7
"671",1997,8577.55,37010,267783607,101.2,7079.2,"Residential",380.4,"Agriculture",566.8
"672",1997,8577.55,37010,267783607,101.2,7079.2,"Residential",380.4,"Waste",220
"673",1998,9062.82,38890,270248003,99.5,7124.7,"Residential",346.5,"Energy",5953.6
"674",1998,9062.82,38890,270248003,99.5,7124.7,"Residential",346.5,"Industrial Processes and Product Use",386.1
"675",1998,9062.82,38890,270248003,99.5,7124.7,"Residential",346.5,"Agriculture",575
"676",1998,9062.82,38890,270248003,99.5,7124.7,"Residential",346.5,"Waste",210
"677",1999,9631.17,40700,272690813,98.5,7169.9,"Residential",366.3,"Energy",6012.1
"678",1999,9631.17,40700,272690813,98.5,7169.9,"Residential",366.3,"Industrial Processes and Product Use",382.4
"679",1999,9631.17,40700,272690813,98.5,7169.9,"Residential",366.3,"Agriculture",571.7
"680",1999,9631.17,40700,272690813,98.5,7169.9,"Residential",366.3,"Waste",203.6
"681",2000,10250.95,41990,282162411,98,7369.2,"Residential",387.6,"Energy",6222.8
"682",2000,10250.95,41990,282162411,98,7369.2,"Residential",387.6,"Industrial Processes and Product Use",381
"683",2000,10250.95,41990,282162411,98,7369.2,"Residential",387.6,"Agriculture",565
"684",2000,10250.95,41990,282162411,98,7369.2,"Residential",387.6,"Waste",200.4
"685",2001,10581.93,42230,284968955,97.3,7253.5,"Residential",377.8,"Energy",6139.4
"686",2001,10581.93,42230,284968955,97.3,7253.5,"Residential",377.8,"Industrial Processes and Product Use",345.9
"687",2001,10581.93,42230,284968955,97.3,7253.5,"Residential",377.8,"Agriculture",573.1
"688",2001,10581.93,42230,284968955,97.3,7253.5,"Residential",377.8,"Waste",195.1
"689",2002,10929.11,42410,287625193,96.7,7293.3,"Residential",375.1,"Energy",6168.1
"690",2002,10929.11,42410,287625193,96.7,7293.3,"Residential",375.1,"Industrial Processes and Product Use",354
"691",2002,10929.11,42410,287625193,96.7,7293.3,"Residential",375.1,"Agriculture",577.2
"692",2002,10929.11,42410,287625193,96.7,7293.3,"Residential",375.1,"Waste",194
"693",2003,11456.45,43320,290107933,96.1,7352.7,"Residential",393.7,"Energy",6236.9
"694",2003,11456.45,43320,290107933,96.1,7352.7,"Residential",393.7,"Industrial Processes and Product Use",342.1
"695",2003,11456.45,43320,290107933,96.1,7352.7,"Residential",393.7,"Agriculture",576.7
"696",2003,11456.45,43320,290107933,96.1,7352.7,"Residential",393.7,"Waste",197
"697",2004,12217.2,44330,292805298,94.9,7464.4,"Residential",381.9,"Energy",6335.1
"698",2004,12217.2,44330,292805298,94.9,7464.4,"Residential",381.9,"Industrial Processes and Product Use",355.2
"699",2004,12217.2,44330,292805298,94.9,7464.4,"Residential",381.9,"Agriculture",579.4
"700",2004,12217.2,44330,292805298,94.9,7464.4,"Residential",381.9,"Waste",194.7
"701",2005,13039.2,46330,295516599,95.8,7477.4,"Residential",371.2,"Energy",6351.5
"702",2005,13039.2,46330,295516599,95.8,7477.4,"Residential",371.2,"Industrial Processes and Product Use",356.1
"703",2005,13039.2,46330,295516599,95.8,7477.4,"Residential",371.2,"Agriculture",577.7
"704",2005,13039.2,46330,295516599,95.8,7477.4,"Residential",371.2,"Waste",192.1
"705",2006,13815.58,48200,298379912,97.1,7407.9,"Residential",334.4,"Energy",6277.9
"706",2006,13815.58,48200,298379912,97.1,7407.9,"Residential",334.4,"Industrial Processes and Product Use",365.3
"707",2006,13815.58,48200,298379912,97.1,7407.9,"Residential",334.4,"Agriculture",574.7
"708",2006,13815.58,48200,298379912,97.1,7407.9,"Residential",334.4,"Waste",190
"709",2007,14474.23,50230,301231207,97,7511.4,"Residential",355.3,"Energy",6347.9
"710",2007,14474.23,50230,301231207,97,7511.4,"Residential",355.3,"Industrial Processes and Product Use",381.7
"711",2007,14474.23,50230,301231207,97,7511.4,"Residential",355.3,"Agriculture",594
"712",2007,14474.23,50230,301231207,97,7511.4,"Residential",355.3,"Waste",187.7
"713",2008,14478.07,50300,304093966,96.7,7294.5,"Residential",363.8,"Energy",6162.9
"714",2008,14478.07,50300,304093966,96.7,7294.5,"Residential",363.8,"Industrial Processes and Product Use",360.2
"715",2008,14478.07,50300,304093966,96.7,7294.5,"Residential",363.8,"Agriculture",586.2
"716",2008,14478.07,50300,304093966,96.7,7294.5,"Residential",363.8,"Waste",185.3
"717",2009,14769.86,49780,306771529,94.5,6840.7,"Residential",354.4,"Energy",5760
"718",2009,14769.86,49780,306771529,94.5,6840.7,"Residential",354.4,"Industrial Processes and Product Use",312.9
"719",2009,14769.86,49780,306771529,94.5,6840.7,"Residential",354.4,"Agriculture",585.7
"720",2009,14769.86,49780,306771529,94.5,6840.7,"Residential",354.4,"Waste",182.1
"721",2010,15048.97,49280,309327143,93.7,7058.2,"Residential",355.2,"Energy",5932.1
"722",2010,15048.97,49280,309327143,93.7,7058.2,"Residential",355.2,"Industrial Processes and Product Use",352
"723",2010,15048.97,49280,309327143,93.7,7058.2,"Residential",355.2,"Agriculture",591
"724",2010,15048.97,49280,309327143,93.7,7058.2,"Residential",355.2,"Waste",183.1
"725",2011,15599.73,50050,311583481,92.6,6907.2,"Residential",348.6,"Energy",5783.7
"726",2011,15599.73,50050,311583481,92.6,6907.2,"Residential",348.6,"Industrial Processes and Product Use",367
"727",2011,15599.73,50050,311583481,92.6,6907.2,"Residential",348.6,"Agriculture",582.4
"728",2011,15599.73,50050,311583481,92.6,6907.2,"Residential",348.6,"Waste",174.1
"729",2012,16253.97,51020,313877662,90.8,6670.5,"Residential",306.2,"Energy",5564.1
"730",2012,16253.97,51020,313877662,90.8,6670.5,"Residential",306.2,"Industrial Processes and Product Use",357.2
"731",2012,16253.97,51020,313877662,90.8,6670.5,"Residential",306.2,"Agriculture",572.6
"732",2012,16253.97,51020,313877662,90.8,6670.5,"Residential",306.2,"Waste",176.6
"733",2013,16880.68,53590,316059947,89.3,6841.7,"Residential",356.9,"Energy",5714.1
"734",2013,16880.68,53590,316059947,89.3,6841.7,"Residential",356.9,"Industrial Processes and Product Use",357.2
"735",2013,16880.68,53590,316059947,89.3,6841.7,"Residential",356.9,"Agriculture",597.5
"736",2013,16880.68,53590,316059947,89.3,6841.7,"Residential",356.9,"Waste",172.8
"737",2014,17608.14,53660,318386329,87.7,6898.5,"Residential",377.3,"Energy",5754.1
"738",2014,17608.14,53660,318386329,87.7,6898.5,"Residential",377.3,"Industrial Processes and Product Use",368.7
"739",2014,17608.14,53660,318386329,87.7,6898.5,"Residential",377.3,"Agriculture",603
"740",2014,17608.14,53660,318386329,87.7,6898.5,"Residential",377.3,"Waste",172.7
"741",2015,18295.02,56520,320738994,89.8,6737.4,"Residential",350.2,"Energy",5596.8
"742",2015,18295.02,56520,320738994,89.8,6737.4,"Residential",350.2,"Industrial Processes and Product Use",363.9
"743",2015,18295.02,56520,320738994,89.8,6737.4,"Residential",350.2,"Agriculture",604.9
"744",2015,18295.02,56520,320738994,89.8,6737.4,"Residential",350.2,"Waste",171.7
"745",2016,18804.91,59040,323071755,92,6578.4,"Residential",326.4,"Energy",5450.8
"746",2016,18804.91,59040,323071755,92,6578.4,"Residential",326.4,"Industrial Processes and Product Use",357.6
"747",2016,18804.91,59040,323071755,92,6578.4,"Residential",326.4,"Agriculture",601.8
"748",2016,18804.91,59040,323071755,92,6578.4,"Residential",326.4,"Waste",168.3
"749",2017,19612.1,61140,325122128,93.6,6561.8,"Residential",328.4,"Energy",5418.7
"750",2017,19612.1,61140,325122128,93.6,6561.8,"Residential",328.4,"Industrial Processes and Product Use",359.1
"751",2017,19612.1,61140,325122128,93.6,6561.8,"Residential",328.4,"Agriculture",613.1
"752",2017,19612.1,61140,325122128,93.6,6561.8,"Residential",328.4,"Waste",170.9
"753",2018,20656.52,63180,326838199,94.4,6754.8,"Residential",375.8,"Energy",5589.5
"754",2018,20656.52,63180,326838199,94.4,6754.8,"Residential",375.8,"Industrial Processes and Product Use",362.2
"755",2018,20656.52,63180,326838199,94.4,6754.8,"Residential",375.8,"Agriculture",629.5
"756",2018,20656.52,63180,326838199,94.4,6754.8,"Residential",375.8,"Waste",173.7
"757",2019,21322.95,68700,328329953,94.8,6617.9,"Residential",382.4,"Energy",5460.6
"758",2019,21322.95,68700,328329953,94.8,6617.9,"Residential",382.4,"Industrial Processes and Product Use",366.8
"759",2019,21322.95,68700,328329953,94.8,6617.9,"Residential",382.4,"Agriculture",614.5
"760",2019,21322.95,68700,328329953,94.8,6617.9,"Residential",382.4,"Waste",176
"761",2020,21521.4,68010,331511512,94.4,6026,"Residential",356.9,"Energy",4894
"762",2020,21521.4,68010,331511512,94.4,6026,"Residential",356.9,"Industrial Processes and Product Use",363.2
"763",2020,21521.4,68010,331511512,94.4,6026,"Residential",356.9,"Agriculture",597.3
"764",2020,21521.4,68010,331511512,94.4,6026,"Residential",356.9,"Waste",171.5
"765",2021,23594.03,70780,332031554,93.6,6340.2,"Residential",365.6,"Energy",5196.6
"766",2021,23594.03,70780,332031554,93.6,6340.2,"Residential",365.6,"Industrial Processes and Product Use",376.4
"767",2021,23594.03,70780,332031554,93.6,6340.2,"Residential",365.6,"Agriculture",598.1
"768",2021,23594.03,70780,332031554,93.6,6340.2,"Residential",365.6,"Waste",169.2
"769",1990,5963.14,29940,249464396,99.3,6487.3,"U.S. Territories",23.4,"Energy",5368
"770",1990,5963.14,29940,249464396,99.3,6487.3,"U.S. Territories",23.4,"Industrial Processes and Product Use",335.4
"771",1990,5963.14,29940,249464396,99.3,6487.3,"U.S. Territories",23.4,"Agriculture",548
"772",1990,5963.14,29940,249464396,99.3,6487.3,"U.S. Territories",23.4,"Waste",236
"773",1991,6158.13,30130,252153092,99.4,6418.4,"U.S. Territories",23.5,"Energy",5321
"774",1991,6158.13,30130,252153092,99.4,6418.4,"U.S. Territories",23.5,"Industrial Processes and Product Use",317.3
"775",1991,6158.13,30130,252153092,99.4,6418.4,"U.S. Territories",23.5,"Agriculture",540.7
"776",1991,6158.13,30130,252153092,99.4,6418.4,"U.S. Territories",23.5,"Waste",239.3
"777",1992,6520.33,30640,255029699,100.1,6534.9,"U.S. Territories",24.4,"Energy",5428.4
"778",1992,6520.33,30640,255029699,100.1,6534.9,"U.S. Territories",24.4,"Industrial Processes and Product Use",322.8
"779",1992,6520.33,30640,255029699,100.1,6534.9,"U.S. Territories",24.4,"Agriculture",543.7
"780",1992,6520.33,30640,255029699,100.1,6534.9,"U.S. Territories",24.4,"Waste",239.9
"781",1993,6858.56,31240,257782608,100.9,6639.5,"U.S. Territories",25.3,"Energy",5517.5
"782",1993,6858.56,31240,257782608,100.9,6639.5,"U.S. Territories",25.3,"Industrial Processes and Product Use",322.2
"783",1993,6858.56,31240,257782608,100.9,6639.5,"U.S. Territories",25.3,"Agriculture",561.7
"784",1993,6858.56,31240,257782608,100.9,6639.5,"U.S. Territories",25.3,"Waste",238.1
"785",1994,7287.24,32260,260327021,101.7,6745.2,"U.S. Territories",26.8,"Energy",5606.3
"786",1994,7287.24,32260,260327021,101.7,6745.2,"U.S. Territories",26.8,"Industrial Processes and Product Use",333.9
"787",1994,7287.24,32260,260327021,101.7,6745.2,"U.S. Territories",26.8,"Agriculture",566.2
"788",1994,7287.24,32260,260327021,101.7,6745.2,"U.S. Territories",26.8,"Waste",238.8
"789",1995,7639.75,34080,262803276,103.3,6821.9,"U.S. Territories",25.3,"Energy",5653.8
"790",1995,7639.75,34080,262803276,103.3,6821.9,"U.S. Territories",25.3,"Industrial Processes and Product Use",362.3
"791",1995,7639.75,34080,262803276,103.3,6821.9,"U.S. Territories",25.3,"Agriculture",572.2
"792",1995,7639.75,34080,262803276,103.3,6821.9,"U.S. Territories",25.3,"Waste",233.6
"793",1996,8073.12,35490,265228572,103.8,7023.5,"U.S. Territories",24.7,"Energy",5841.7
"794",1996,8073.12,35490,265228572,103.8,7023.5,"U.S. Territories",24.7,"Industrial Processes and Product Use",374.1
"795",1996,8073.12,35490,265228572,103.8,7023.5,"U.S. Territories",24.7,"Agriculture",577.5
"796",1996,8073.12,35490,265228572,103.8,7023.5,"U.S. Territories",24.7,"Waste",230.2
"797",1997,8577.55,37010,267783607,101.2,7079.2,"U.S. Territories",25.3,"Energy",5912.7
"798",1997,8577.55,37010,267783607,101.2,7079.2,"U.S. Territories",25.3,"Industrial Processes and Product Use",379.7
"799",1997,8577.55,37010,267783607,101.2,7079.2,"U.S. Territories",25.3,"Agriculture",566.8
"800",1997,8577.55,37010,267783607,101.2,7079.2,"U.S. Territories",25.3,"Waste",220
"801",1998,9062.82,38890,270248003,99.5,7124.7,"U.S. Territories",24.6,"Energy",5953.6
"802",1998,9062.82,38890,270248003,99.5,7124.7,"U.S. Territories",24.6,"Industrial Processes and Product Use",386.1
"803",1998,9062.82,38890,270248003,99.5,7124.7,"U.S. Territories",24.6,"Agriculture",575
"804",1998,9062.82,38890,270248003,99.5,7124.7,"U.S. Territories",24.6,"Waste",210
"805",1999,9631.17,40700,272690813,98.5,7169.9,"U.S. Territories",24.5,"Energy",6012.1
"806",1999,9631.17,40700,272690813,98.5,7169.9,"U.S. Territories",24.5,"Industrial Processes and Product Use",382.4
"807",1999,9631.17,40700,272690813,98.5,7169.9,"U.S. Territories",24.5,"Agriculture",571.7
"808",1999,9631.17,40700,272690813,98.5,7169.9,"U.S. Territories",24.5,"Waste",203.6
"809",2000,10250.95,41990,282162411,98,7369.2,"U.S. Territories",46.5,"Energy",6222.8
"810",2000,10250.95,41990,282162411,98,7369.2,"U.S. Territories",46.5,"Industrial Processes and Product Use",381
"811",2000,10250.95,41990,282162411,98,7369.2,"U.S. Territories",46.5,"Agriculture",565
"812",2000,10250.95,41990,282162411,98,7369.2,"U.S. Territories",46.5,"Waste",200.4
"813",2001,10581.93,42230,284968955,97.3,7253.5,"U.S. Territories",55.5,"Energy",6139.4
"814",2001,10581.93,42230,284968955,97.3,7253.5,"U.S. Territories",55.5,"Industrial Processes and Product Use",345.9
"815",2001,10581.93,42230,284968955,97.3,7253.5,"U.S. Territories",55.5,"Agriculture",573.1
"816",2001,10581.93,42230,284968955,97.3,7253.5,"U.S. Territories",55.5,"Waste",195.1
"817",2002,10929.11,42410,287625193,96.7,7293.3,"U.S. Territories",54.6,"Energy",6168.1
"818",2002,10929.11,42410,287625193,96.7,7293.3,"U.S. Territories",54.6,"Industrial Processes and Product Use",354
"819",2002,10929.11,42410,287625193,96.7,7293.3,"U.S. Territories",54.6,"Agriculture",577.2
"820",2002,10929.11,42410,287625193,96.7,7293.3,"U.S. Territories",54.6,"Waste",194
"821",2003,11456.45,43320,290107933,96.1,7352.7,"U.S. Territories",58.5,"Energy",6236.9
"822",2003,11456.45,43320,290107933,96.1,7352.7,"U.S. Territories",58.5,"Industrial Processes and Product Use",342.1
"823",2003,11456.45,43320,290107933,96.1,7352.7,"U.S. Territories",58.5,"Agriculture",576.7
"824",2003,11456.45,43320,290107933,96.1,7352.7,"U.S. Territories",58.5,"Waste",197
"825",2004,12217.2,44330,292805298,94.9,7464.4,"U.S. Territories",60.6,"Energy",6335.1
"826",2004,12217.2,44330,292805298,94.9,7464.4,"U.S. Territories",60.6,"Industrial Processes and Product Use",355.2
"827",2004,12217.2,44330,292805298,94.9,7464.4,"U.S. Territories",60.6,"Agriculture",579.4
"828",2004,12217.2,44330,292805298,94.9,7464.4,"U.S. Territories",60.6,"Waste",194.7
"829",2005,13039.2,46330,295516599,95.8,7477.4,"U.S. Territories",59.7,"Energy",6351.5
"830",2005,13039.2,46330,295516599,95.8,7477.4,"U.S. Territories",59.7,"Industrial Processes and Product Use",356.1
"831",2005,13039.2,46330,295516599,95.8,7477.4,"U.S. Territories",59.7,"Agriculture",577.7
"832",2005,13039.2,46330,295516599,95.8,7477.4,"U.S. Territories",59.7,"Waste",192.1
"833",2006,13815.58,48200,298379912,97.1,7407.9,"U.S. Territories",58,"Energy",6277.9
"834",2006,13815.58,48200,298379912,97.1,7407.9,"U.S. Territories",58,"Industrial Processes and Product Use",365.3
"835",2006,13815.58,48200,298379912,97.1,7407.9,"U.S. Territories",58,"Agriculture",574.7
"836",2006,13815.58,48200,298379912,97.1,7407.9,"U.S. Territories",58,"Waste",190
"837",2007,14474.23,50230,301231207,97,7511.4,"U.S. Territories",54.2,"Energy",6347.9
"838",2007,14474.23,50230,301231207,97,7511.4,"U.S. Territories",54.2,"Industrial Processes and Product Use",381.7
"839",2007,14474.23,50230,301231207,97,7511.4,"U.S. Territories",54.2,"Agriculture",594
"840",2007,14474.23,50230,301231207,97,7511.4,"U.S. Territories",54.2,"Waste",187.7
"841",2008,14478.07,50300,304093966,96.7,7294.5,"U.S. Territories",43.8,"Energy",6162.9
"842",2008,14478.07,50300,304093966,96.7,7294.5,"U.S. Territories",43.8,"Industrial Processes and Product Use",360.2
"843",2008,14478.07,50300,304093966,96.7,7294.5,"U.S. Territories",43.8,"Agriculture",586.2
"844",2008,14478.07,50300,304093966,96.7,7294.5,"U.S. Territories",43.8,"Waste",185.3
"845",2009,14769.86,49780,306771529,94.5,6840.7,"U.S. Territories",41.8,"Energy",5760
"846",2009,14769.86,49780,306771529,94.5,6840.7,"U.S. Territories",41.8,"Industrial Processes and Product Use",312.9
"847",2009,14769.86,49780,306771529,94.5,6840.7,"U.S. Territories",41.8,"Agriculture",585.7
"848",2009,14769.86,49780,306771529,94.5,6840.7,"U.S. Territories",41.8,"Waste",182.1
"849",2010,15048.97,49280,309327143,93.7,7058.2,"U.S. Territories",36.5,"Energy",5932.1
"850",2010,15048.97,49280,309327143,93.7,7058.2,"U.S. Territories",36.5,"Industrial Processes and Product Use",352
"851",2010,15048.97,49280,309327143,93.7,7058.2,"U.S. Territories",36.5,"Agriculture",591
"852",2010,15048.97,49280,309327143,93.7,7058.2,"U.S. Territories",36.5,"Waste",183.1
"853",2011,15599.73,50050,311583481,92.6,6907.2,"U.S. Territories",35.2,"Energy",5783.7
"854",2011,15599.73,50050,311583481,92.6,6907.2,"U.S. Territories",35.2,"Industrial Processes and Product Use",367
"855",2011,15599.73,50050,311583481,92.6,6907.2,"U.S. Territories",35.2,"Agriculture",582.4
"856",2011,15599.73,50050,311583481,92.6,6907.2,"U.S. Territories",35.2,"Waste",174.1
"857",2012,16253.97,51020,313877662,90.8,6670.5,"U.S. Territories",34.2,"Energy",5564.1
"858",2012,16253.97,51020,313877662,90.8,6670.5,"U.S. Territories",34.2,"Industrial Processes and Product Use",357.2
"859",2012,16253.97,51020,313877662,90.8,6670.5,"U.S. Territories",34.2,"Agriculture",572.6
"860",2012,16253.97,51020,313877662,90.8,6670.5,"U.S. Territories",34.2,"Waste",176.6
"861",2013,16880.68,53590,316059947,89.3,6841.7,"U.S. Territories",28.9,"Energy",5714.1
"862",2013,16880.68,53590,316059947,89.3,6841.7,"U.S. Territories",28.9,"Industrial Processes and Product Use",357.2
"863",2013,16880.68,53590,316059947,89.3,6841.7,"U.S. Territories",28.9,"Agriculture",597.5
"864",2013,16880.68,53590,316059947,89.3,6841.7,"U.S. Territories",28.9,"Waste",172.8
"865",2014,17608.14,53660,318386329,87.7,6898.5,"U.S. Territories",29.1,"Energy",5754.1
"866",2014,17608.14,53660,318386329,87.7,6898.5,"U.S. Territories",29.1,"Industrial Processes and Product Use",368.7
"867",2014,17608.14,53660,318386329,87.7,6898.5,"U.S. Territories",29.1,"Agriculture",603
"868",2014,17608.14,53660,318386329,87.7,6898.5,"U.S. Territories",29.1,"Waste",172.7
"869",2015,18295.02,56520,320738994,89.8,6737.4,"U.S. Territories",29.3,"Energy",5596.8
"870",2015,18295.02,56520,320738994,89.8,6737.4,"U.S. Territories",29.3,"Industrial Processes and Product Use",363.9
"871",2015,18295.02,56520,320738994,89.8,6737.4,"U.S. Territories",29.3,"Agriculture",604.9
"872",2015,18295.02,56520,320738994,89.8,6737.4,"U.S. Territories",29.3,"Waste",171.7
"873",2016,18804.91,59040,323071755,92,6578.4,"U.S. Territories",27,"Energy",5450.8
"874",2016,18804.91,59040,323071755,92,6578.4,"U.S. Territories",27,"Industrial Processes and Product Use",357.6
"875",2016,18804.91,59040,323071755,92,6578.4,"U.S. Territories",27,"Agriculture",601.8
"876",2016,18804.91,59040,323071755,92,6578.4,"U.S. Territories",27,"Waste",168.3
"877",2017,19612.1,61140,325122128,93.6,6561.8,"U.S. Territories",26.3,"Energy",5418.7
"878",2017,19612.1,61140,325122128,93.6,6561.8,"U.S. Territories",26.3,"Industrial Processes and Product Use",359.1
"879",2017,19612.1,61140,325122128,93.6,6561.8,"U.S. Territories",26.3,"Agriculture",613.1
"880",2017,19612.1,61140,325122128,93.6,6561.8,"U.S. Territories",26.3,"Waste",170.9
"881",2018,20656.52,63180,326838199,94.4,6754.8,"U.S. Territories",26.3,"Energy",5589.5
"882",2018,20656.52,63180,326838199,94.4,6754.8,"U.S. Territories",26.3,"Industrial Processes and Product Use",362.2
"883",2018,20656.52,63180,326838199,94.4,6754.8,"U.S. Territories",26.3,"Agriculture",629.5
"884",2018,20656.52,63180,326838199,94.4,6754.8,"U.S. Territories",26.3,"Waste",173.7
"885",2019,21322.95,68700,328329953,94.8,6617.9,"U.S. Territories",25.1,"Energy",5460.6
"886",2019,21322.95,68700,328329953,94.8,6617.9,"U.S. Territories",25.1,"Industrial Processes and Product Use",366.8
"887",2019,21322.95,68700,328329953,94.8,6617.9,"U.S. Territories",25.1,"Agriculture",614.5
"888",2019,21322.95,68700,328329953,94.8,6617.9,"U.S. Territories",25.1,"Waste",176
"889",2020,21521.4,68010,331511512,94.4,6026,"U.S. Territories",23.6,"Energy",4894
"890",2020,21521.4,68010,331511512,94.4,6026,"U.S. Territories",23.6,"Industrial Processes and Product Use",363.2
"891",2020,21521.4,68010,331511512,94.4,6026,"U.S. Territories",23.6,"Agriculture",597.3
"892",2020,21521.4,68010,331511512,94.4,6026,"U.S. Territories",23.6,"Waste",171.5
"893",2021,23594.03,70780,332031554,93.6,6340.2,"U.S. Territories",24.1,"Energy",5196.6
"894",2021,23594.03,70780,332031554,93.6,6340.2,"U.S. Territories",24.1,"Industrial Processes and Product Use",376.4
"895",2021,23594.03,70780,332031554,93.6,6340.2,"U.S. Territories",24.1,"Agriculture",598.1
"896",2021,23594.03,70780,332031554,93.6,6340.2,"U.S. Territories",24.1,"Waste",169.2
