"","Year","GDP","MED","POP","COW","TGE","Economic Sectors","EC","IPCC Sector","IPC"
"1",1990,5963.14,29940,249464396,99.3,6487.3,"Transportation",1521.4,"Energy",5368
"2",1990,5963.14,29940,249464396,99.3,6487.3,"Transportation",1521.4,"Industrial Processes and Product Use",335.4
"3",1990,5963.14,29940,249464396,99.3,6487.3,"Transportation",1521.4,"Agriculture",548
"4",1990,5963.14,29940,249464396,99.3,6487.3,"Transportation",1521.4,"Waste",236
"5",1991,6158.13,30130,252153092,99.4,6418.4,"Transportation",1474.8,"Energy",5321
"6",1991,6158.13,30130,252153092,99.4,6418.4,"Transportation",1474.8,"Industrial Processes and Product Use",317.3
"7",1991,6158.13,30130,252153092,99.4,6418.4,"Transportation",1474.8,"Agriculture",540.7
"8",1991,6158.13,30130,252153092,99.4,6418.4,"Transportation",1474.8,"Waste",239.3
"9",1992,6520.33,30640,255029699,100.1,6534.9,"Transportation",1533.8,"Energy",5428.4
"10",1992,6520.33,30640,255029699,100.1,6534.9,"Transportation",1533.8,"Industrial Processes and Product Use",322.8
"11",1992,6520.33,30640,255029699,100.1,6534.9,"Transportation",1533.8,"Agriculture",543.7
"12",1992,6520.33,30640,255029699,100.1,6534.9,"Transportation",1533.8,"Waste",239.9
"13",1993,6858.56,31240,257782608,100.9,6639.5,"Transportation",1570.2,"Energy",5517.5
"14",1993,6858.56,31240,257782608,100.9,6639.5,"Transportation",1570.2,"Industrial Processes and Product Use",322.2
"15",1993,6858.56,31240,257782608,100.9,6639.5,"Transportation",1570.2,"Agriculture",561.7
"16",1993,6858.56,31240,257782608,100.9,6639.5,"Transportation",1570.2,"Waste",238.1
"17",1994,7287.24,32260,260327021,101.7,6745.2,"Transportation",1624.6,"Energy",5606.3
"18",1994,7287.24,32260,260327021,101.7,6745.2,"Transportation",1624.6,"Industrial Processes and Product Use",333.9
"19",1994,7287.24,32260,260327021,101.7,6745.2,"Transportation",1624.6,"Agriculture",566.2
"20",1994,7287.24,32260,260327021,101.7,6745.2,"Transportation",1624.6,"Waste",238.8
"21",1995,7639.75,34080,262803276,103.3,6821.9,"Transportation",1659.2,"Energy",5653.8
"22",1995,7639.75,34080,262803276,103.3,6821.9,"Transportation",1659.2,"Industrial Processes and Product Use",362.3
"23",1995,7639.75,34080,262803276,103.3,6821.9,"Transportation",1659.2,"Agriculture",572.2
"24",1995,7639.75,34080,262803276,103.3,6821.9,"Transportation",1659.2,"Waste",233.6
"25",1996,8073.12,35490,265228572,103.8,7023.5,"Transportation",1714.6,"Energy",5841.7
"26",1996,8073.12,35490,265228572,103.8,7023.5,"Transportation",1714.6,"Industrial Processes and Product Use",374.1
"27",1996,8073.12,35490,265228572,103.8,7023.5,"Transportation",1714.6,"Agriculture",577.5
"28",1996,8073.12,35490,265228572,103.8,7023.5,"Transportation",1714.6,"Waste",230.2
"29",1997,8577.55,37010,267783607,101.2,7079.2,"Transportation",1740.5,"Energy",5912.7
"30",1997,8577.55,37010,267783607,101.2,7079.2,"Transportation",1740.5,"Industrial Processes and Product Use",379.7
"31",1997,8577.55,37010,267783607,101.2,7079.2,"Transportation",1740.5,"Agriculture",566.8
"32",1997,8577.55,37010,267783607,101.2,7079.2,"Transportation",1740.5,"Waste",220
"33",1998,9062.82,38890,270248003,99.5,7124.7,"Transportation",1782.7,"Energy",5953.6
"34",1998,9062.82,38890,270248003,99.5,7124.7,"Transportation",1782.7,"Industrial Processes and Product Use",386.1
"35",1998,9062.82,38890,270248003,99.5,7124.7,"Transportation",1782.7,"Agriculture",575
"36",1998,9062.82,38890,270248003,99.5,7124.7,"Transportation",1782.7,"Waste",210
"37",1999,9631.17,40700,272690813,98.5,7169.9,"Transportation",1853.7,"Energy",6012.1
"38",1999,9631.17,40700,272690813,98.5,7169.9,"Transportation",1853.7,"Industrial Processes and Product Use",382.4
"39",1999,9631.17,40700,272690813,98.5,7169.9,"Transportation",1853.7,"Agriculture",571.7
"40",1999,9631.17,40700,272690813,98.5,7169.9,"Transportation",1853.7,"Waste",203.6
"41",2000,10250.95,41990,282162411,98,7369.2,"Transportation",1903.8,"Energy",6222.8
"42",2000,10250.95,41990,282162411,98,7369.2,"Transportation",1903.8,"Industrial Processes and Product Use",381
"43",2000,10250.95,41990,282162411,98,7369.2,"Transportation",1903.8,"Agriculture",565
"44",2000,10250.95,41990,282162411,98,7369.2,"Transportation",1903.8,"Waste",200.4
"45",2001,10581.93,42230,284968955,97.3,7253.5,"Transportation",1875.5,"Energy",6139.4
"46",2001,10581.93,42230,284968955,97.3,7253.5,"Transportation",1875.5,"Industrial Processes and Product Use",345.9
"47",2001,10581.93,42230,284968955,97.3,7253.5,"Transportation",1875.5,"Agriculture",573.1
"48",2001,10581.93,42230,284968955,97.3,7253.5,"Transportation",1875.5,"Waste",195.1
"49",2002,10929.11,42410,287625193,96.7,7293.3,"Transportation",1916.3,"Energy",6168.1
"50",2002,10929.11,42410,287625193,96.7,7293.3,"Transportation",1916.3,"Industrial Processes and Product Use",354
"51",2002,10929.11,42410,287625193,96.7,7293.3,"Transportation",1916.3,"Agriculture",577.2
"52",2002,10929.11,42410,287625193,96.7,7293.3,"Transportation",1916.3,"Waste",194
"53",2003,11456.45,43320,290107933,96.1,7352.7,"Transportation",1923.8,"Energy",6236.9
"54",2003,11456.45,43320,290107933,96.1,7352.7,"Transportation",1923.8,"Industrial Processes and Product Use",342.1
"55",2003,11456.45,43320,290107933,96.1,7352.7,"Transportation",1923.8,"Agriculture",576.7
"56",2003,11456.45,43320,290107933,96.1,7352.7,"Transportation",1923.8,"Waste",197
"57",2004,12217.2,44330,292805298,94.9,7464.4,"Transportation",1956.3,"Energy",6335.1
"58",2004,12217.2,44330,292805298,94.9,7464.4,"Transportation",1956.3,"Industrial Processes and Product Use",355.2
"59",2004,12217.2,44330,292805298,94.9,7464.4,"Transportation",1956.3,"Agriculture",579.4
"60",2004,12217.2,44330,292805298,94.9,7464.4,"Transportation",1956.3,"Waste",194.7
"61",2005,13039.2,46330,295516599,95.8,7477.4,"Transportation",1966,"Energy",6351.5
"62",2005,13039.2,46330,295516599,95.8,7477.4,"Transportation",1966,"Industrial Processes and Product Use",356.1
"63",2005,13039.2,46330,295516599,95.8,7477.4,"Transportation",1966,"Agriculture",577.7
"64",2005,13039.2,46330,295516599,95.8,7477.4,"Transportation",1966,"Waste",192.1
"65",2006,13815.58,48200,298379912,97.1,7407.9,"Transportation",1966.4,"Energy",6277.9
"66",2006,13815.58,48200,298379912,97.1,7407.9,"Transportation",1966.4,"Industrial Processes and Product Use",365.3
"67",2006,13815.58,48200,298379912,97.1,7407.9,"Transportation",1966.4,"Agriculture",574.7
"68",2006,13815.58,48200,298379912,97.1,7407.9,"Transportation",1966.4,"Waste",190
"69",2007,14474.23,50230,301231207,97,7511.4,"Transportation",1967.2,"Energy",6347.9
"70",2007,14474.23,50230,301231207,97,7511.4,"Transportation",1967.2,"Industrial Processes and Product Use",381.7
"71",2007,14474.23,50230,301231207,97,7511.4,"Transportation",1967.2,"Agriculture",594
"72",2007,14474.23,50230,301231207,97,7511.4,"Transportation",1967.2,"Waste",187.7
"73",2008,14478.07,50300,304093966,96.7,7294.5,"Transportation",1863.5,"Energy",6162.9
"74",2008,14478.07,50300,304093966,96.7,7294.5,"Transportation",1863.5,"Industrial Processes and Product Use",360.2
"75",2008,14478.07,50300,304093966,96.7,7294.5,"Transportation",1863.5,"Agriculture",586.2
"76",2008,14478.07,50300,304093966,96.7,7294.5,"Transportation",1863.5,"Waste",185.3
"77",2009,14769.86,49780,306771529,94.5,6840.7,"Transportation",1789.1,"Energy",5760
"78",2009,14769.86,49780,306771529,94.5,6840.7,"Transportation",1789.1,"Industrial Processes and Product Use",312.9
"79",2009,14769.86,49780,306771529,94.5,6840.7,"Transportation",1789.1,"Agriculture",585.7
"80",2009,14769.86,49780,306771529,94.5,6840.7,"Transportation",1789.1,"Waste",182.1
"81",2010,15048.97,49280,309327143,93.7,7058.2,"Transportation",1795.2,"Energy",5932.1
"82",2010,15048.97,49280,309327143,93.7,7058.2,"Transportation",1795.2,"Industrial Processes and Product Use",352
"83",2010,15048.97,49280,309327143,93.7,7058.2,"Transportation",1795.2,"Agriculture",591
"84",2010,15048.97,49280,309327143,93.7,7058.2,"Transportation",1795.2,"Waste",183.1
"85",2011,15599.73,50050,311583481,92.6,6907.2,"Transportation",1762.3,"Energy",5783.7
"86",2011,15599.73,50050,311583481,92.6,6907.2,"Transportation",1762.3,"Industrial Processes and Product Use",367
"87",2011,15599.73,50050,311583481,92.6,6907.2,"Transportation",1762.3,"Agriculture",582.4
"88",2011,15599.73,50050,311583481,92.6,6907.2,"Transportation",1762.3,"Waste",174.1
"89",2012,16253.97,51020,313877662,90.8,6670.5,"Transportation",1743.5,"Energy",5564.1
"90",2012,16253.97,51020,313877662,90.8,6670.5,"Transportation",1743.5,"Industrial Processes and Product Use",357.2
"91",2012,16253.97,51020,313877662,90.8,6670.5,"Transportation",1743.5,"Agriculture",572.6
"92",2012,16253.97,51020,313877662,90.8,6670.5,"Transportation",1743.5,"Waste",176.6
"93",2013,16880.68,53590,316059947,89.3,6841.7,"Transportation",1746.6,"Energy",5714.1
"94",2013,16880.68,53590,316059947,89.3,6841.7,"Transportation",1746.6,"Industrial Processes and Product Use",357.2
"95",2013,16880.68,53590,316059947,89.3,6841.7,"Transportation",1746.6,"Agriculture",597.5
"96",2013,16880.68,53590,316059947,89.3,6841.7,"Transportation",1746.6,"Waste",172.8
"97",2014,17608.14,53660,318386329,87.7,6898.5,"Transportation",1780.8,"Energy",5754.1
"98",2014,17608.14,53660,318386329,87.7,6898.5,"Transportation",1780.8,"Industrial Processes and Product Use",368.7
"99",2014,17608.14,53660,318386329,87.7,6898.5,"Transportation",1780.8,"Agriculture",603
"100",2014,17608.14,53660,318386329,87.7,6898.5,"Transportation",1780.8,"Waste",172.7
"101",2015,18295.02,56520,320738994,89.8,6737.4,"Transportation",1789.1,"Energy",5596.8
"102",2015,18295.02,56520,320738994,89.8,6737.4,"Transportation",1789.1,"Industrial Processes and Product Use",363.9
"103",2015,18295.02,56520,320738994,89.8,6737.4,"Transportation",1789.1,"Agriculture",604.9
"104",2015,18295.02,56520,320738994,89.8,6737.4,"Transportation",1789.1,"Waste",171.7
"105",2016,18804.91,59040,323071755,92,6578.4,"Transportation",1824.1,"Energy",5450.8
"106",2016,18804.91,59040,323071755,92,6578.4,"Transportation",1824.1,"Industrial Processes and Product Use",357.6
"107",2016,18804.91,59040,323071755,92,6578.4,"Transportation",1824.1,"Agriculture",601.8
"108",2016,18804.91,59040,323071755,92,6578.4,"Transportation",1824.1,"Waste",168.3
"109",2017,19612.1,61140,325122128,93.6,6561.8,"Transportation",1841.6,"Energy",5418.7
"110",2017,19612.1,61140,325122128,93.6,6561.8,"Transportation",1841.6,"Industrial Processes and Product Use",359.1
"111",2017,19612.1,61140,325122128,93.6,6561.8,"Transportation",1841.6,"Agriculture",613.1
"112",2017,19612.1,61140,325122128,93.6,6561.8,"Transportation",1841.6,"Waste",170.9
"113",2018,20656.52,63180,326838199,94.4,6754.8,"Transportation",1871.3,"Energy",5589.5
"114",2018,20656.52,63180,326838199,94.4,6754.8,"Transportation",1871.3,"Industrial Processes and Product Use",362.2
"115",2018,20656.52,63180,326838199,94.4,6754.8,"Transportation",1871.3,"Agriculture",629.5
"116",2018,20656.52,63180,326838199,94.4,6754.8,"Transportation",1871.3,"Waste",173.7
"117",2019,21322.95,68700,328329953,94.8,6617.9,"Transportation",1874.3,"Energy",5460.6
"118",2019,21322.95,68700,328329953,94.8,6617.9,"Transportation",1874.3,"Industrial Processes and Product Use",366.8
"119",2019,21322.95,68700,328329953,94.8,6617.9,"Transportation",1874.3,"Agriculture",614.5
"120",2019,21322.95,68700,328329953,94.8,6617.9,"Transportation",1874.3,"Waste",176
"121",2020,21521.4,68010,331511512,94.4,6026,"Transportation",1624.9,"Energy",4894
"122",2020,21521.4,68010,331511512,94.4,6026,"Transportation",1624.9,"Industrial Processes and Product Use",363.2
"123",2020,21521.4,68010,331511512,94.4,6026,"Transportation",1624.9,"Agriculture",597.3
"124",2020,21521.4,68010,331511512,94.4,6026,"Transportation",1624.9,"Waste",171.5
"125",2021,23594.03,70780,332031554,93.6,6340.2,"Transportation",1804.3,"Energy",5196.6
"126",2021,23594.03,70780,332031554,93.6,6340.2,"Transportation",1804.3,"Industrial Processes and Product Use",376.4
"127",2021,23594.03,70780,332031554,93.6,6340.2,"Transportation",1804.3,"Agriculture",598.1
"128",2021,23594.03,70780,332031554,93.6,6340.2,"Transportation",1804.3,"Waste",169.2
"129",1990,5963.14,29940,249464396,99.3,6487.3,"Electric Power Industry",1879.7,"Energy",5368
"130",1990,5963.14,29940,249464396,99.3,6487.3,"Electric Power Industry",1879.7,"Industrial Processes and Product Use",335.4
"131",1990,5963.14,29940,249464396,99.3,6487.3,"Electric Power Industry",1879.7,"Agriculture",548
"132",1990,5963.14,29940,249464396,99.3,6487.3,"Electric Power Industry",1879.7,"Waste",236
"133",1991,6158.13,30130,252153092,99.4,6418.4,"Electric Power Industry",1874,"Energy",5321
"134",1991,6158.13,30130,252153092,99.4,6418.4,"Electric Power Industry",1874,"Industrial Processes and Product Use",317.3
"135",1991,6158.13,30130,252153092,99.4,6418.4,"Electric Power Industry",1874,"Agriculture",540.7
"136",1991,6158.13,30130,252153092,99.4,6418.4,"Electric Power Industry",1874,"Waste",239.3
"137",1992,6520.33,30640,255029699,100.1,6534.9,"Electric Power Industry",1889.2,"Energy",5428.4
"138",1992,6520.33,30640,255029699,100.1,6534.9,"Electric Power Industry",1889.2,"Industrial Processes and Product Use",322.8
"139",1992,6520.33,30640,255029699,100.1,6534.9,"Electric Power Industry",1889.2,"Agriculture",543.7
"140",1992,6520.33,30640,255029699,100.1,6534.9,"Electric Power Industry",1889.2,"Waste",239.9
"141",1993,6858.56,31240,257782608,100.9,6639.5,"Electric Power Industry",1964.6,"Energy",5517.5
"142",1993,6858.56,31240,257782608,100.9,6639.5,"Electric Power Industry",1964.6,"Industrial Processes and Product Use",322.2
"143",1993,6858.56,31240,257782608,100.9,6639.5,"Electric Power Industry",1964.6,"Agriculture",561.7
"144",1993,6858.56,31240,257782608,100.9,6639.5,"Electric Power Industry",1964.6,"Waste",238.1
"145",1994,7287.24,32260,260327021,101.7,6745.2,"Electric Power Industry",1989.1,"Energy",5606.3
"146",1994,7287.24,32260,260327021,101.7,6745.2,"Electric Power Industry",1989.1,"Industrial Processes and Product Use",333.9
"147",1994,7287.24,32260,260327021,101.7,6745.2,"Electric Power Industry",1989.1,"Agriculture",566.2
"148",1994,7287.24,32260,260327021,101.7,6745.2,"Electric Power Industry",1989.1,"Waste",238.8
"149",1995,7639.75,34080,262803276,103.3,6821.9,"Electric Power Industry",2005.6,"Energy",5653.8
"150",1995,7639.75,34080,262803276,103.3,6821.9,"Electric Power Industry",2005.6,"Industrial Processes and Product Use",362.3
"151",1995,7639.75,34080,262803276,103.3,6821.9,"Electric Power Industry",2005.6,"Agriculture",572.2
"152",1995,7639.75,34080,262803276,103.3,6821.9,"Electric Power Industry",2005.6,"Waste",233.6
"153",1996,8073.12,35490,265228572,103.8,7023.5,"Electric Power Industry",2078,"Energy",5841.7
"154",1996,8073.12,35490,265228572,103.8,7023.5,"Electric Power Industry",2078,"Industrial Processes and Product Use",374.1
"155",1996,8073.12,35490,265228572,103.8,7023.5,"Electric Power Industry",2078,"Agriculture",577.5
"156",1996,8073.12,35490,265228572,103.8,7023.5,"Electric Power Industry",2078,"Waste",230.2
"157",1997,8577.55,37010,267783607,101.2,7079.2,"Electric Power Industry",2143.3,"Energy",5912.7
"158",1997,8577.55,37010,267783607,101.2,7079.2,"Electric Power Industry",2143.3,"Industrial Processes and Product Use",379.7
"159",1997,8577.55,37010,267783607,101.2,7079.2,"Electric Power Industry",2143.3,"Agriculture",566.8
"160",1997,8577.55,37010,267783607,101.2,7079.2,"Electric Power Industry",2143.3,"Waste",220
"161",1998,9062.82,38890,270248003,99.5,7124.7,"Electric Power Industry",2229.6,"Energy",5953.6
"162",1998,9062.82,38890,270248003,99.5,7124.7,"Electric Power Industry",2229.6,"Industrial Processes and Product Use",386.1
"163",1998,9062.82,38890,270248003,99.5,7124.7,"Electric Power Industry",2229.6,"Agriculture",575
"164",1998,9062.82,38890,270248003,99.5,7124.7,"Electric Power Industry",2229.6,"Waste",210
"165",1999,9631.17,40700,272690813,98.5,7169.9,"Electric Power Industry",2243,"Energy",6012.1
"166",1999,9631.17,40700,272690813,98.5,7169.9,"Electric Power Industry",2243,"Industrial Processes and Product Use",382.4
"167",1999,9631.17,40700,272690813,98.5,7169.9,"Electric Power Industry",2243,"Agriculture",571.7
"168",1999,9631.17,40700,272690813,98.5,7169.9,"Electric Power Industry",2243,"Waste",203.6
"169",2000,10250.95,41990,282162411,98,7369.2,"Electric Power Industry",2349.6,"Energy",6222.8
"170",2000,10250.95,41990,282162411,98,7369.2,"Electric Power Industry",2349.6,"Industrial Processes and Product Use",381
"171",2000,10250.95,41990,282162411,98,7369.2,"Electric Power Industry",2349.6,"Agriculture",565
"172",2000,10250.95,41990,282162411,98,7369.2,"Electric Power Industry",2349.6,"Waste",200.4
"173",2001,10581.93,42230,284968955,97.3,7253.5,"Electric Power Industry",2310.3,"Energy",6139.4
"174",2001,10581.93,42230,284968955,97.3,7253.5,"Electric Power Industry",2310.3,"Industrial Processes and Product Use",345.9
"175",2001,10581.93,42230,284968955,97.3,7253.5,"Electric Power Industry",2310.3,"Agriculture",573.1
"176",2001,10581.93,42230,284968955,97.3,7253.5,"Electric Power Industry",2310.3,"Waste",195.1
"177",2002,10929.11,42410,287625193,96.7,7293.3,"Electric Power Industry",2326,"Energy",6168.1
"178",2002,10929.11,42410,287625193,96.7,7293.3,"Electric Power Industry",2326,"Industrial Processes and Product Use",354
"179",2002,10929.11,42410,287625193,96.7,7293.3,"Electric Power Industry",2326,"Agriculture",577.2
"180",2002,10929.11,42410,287625193,96.7,7293.3,"Electric Power Industry",2326,"Waste",194
"181",2003,11456.45,43320,290107933,96.1,7352.7,"Electric Power Industry",2357.5,"Energy",6236.9
"182",2003,11456.45,43320,290107933,96.1,7352.7,"Electric Power Industry",2357.5,"Industrial Processes and Product Use",342.1
"183",2003,11456.45,43320,290107933,96.1,7352.7,"Electric Power Industry",2357.5,"Agriculture",576.7
"184",2003,11456.45,43320,290107933,96.1,7352.7,"Electric Power Industry",2357.5,"Waste",197
"185",2004,12217.2,44330,292805298,94.9,7464.4,"Electric Power Industry",2390.6,"Energy",6335.1
"186",2004,12217.2,44330,292805298,94.9,7464.4,"Electric Power Industry",2390.6,"Industrial Processes and Product Use",355.2
"187",2004,12217.2,44330,292805298,94.9,7464.4,"Electric Power Industry",2390.6,"Agriculture",579.4
"188",2004,12217.2,44330,292805298,94.9,7464.4,"Electric Power Industry",2390.6,"Waste",194.7
"189",2005,13039.2,46330,295516599,95.8,7477.4,"Electric Power Industry",2456.9,"Energy",6351.5
"190",2005,13039.2,46330,295516599,95.8,7477.4,"Electric Power Industry",2456.9,"Industrial Processes and Product Use",356.1
"191",2005,13039.2,46330,295516599,95.8,7477.4,"Electric Power Industry",2456.9,"Agriculture",577.7
"192",2005,13039.2,46330,295516599,95.8,7477.4,"Electric Power Industry",2456.9,"Waste",192.1
"193",2006,13815.58,48200,298379912,97.1,7407.9,"Electric Power Industry",2401.9,"Energy",6277.9
"194",2006,13815.58,48200,298379912,97.1,7407.9,"Electric Power Industry",2401.9,"Industrial Processes and Product Use",365.3
"195",2006,13815.58,48200,298379912,97.1,7407.9,"Electric Power Industry",2401.9,"Agriculture",574.7
"196",2006,13815.58,48200,298379912,97.1,7407.9,"Electric Power Industry",2401.9,"Waste",190
"197",2007,14474.23,50230,301231207,97,7511.4,"Electric Power Industry",2467.9,"Energy",6347.9
"198",2007,14474.23,50230,301231207,97,7511.4,"Electric Power Industry",2467.9,"Industrial Processes and Product Use",381.7
"199",2007,14474.23,50230,301231207,97,7511.4,"Electric Power Industry",2467.9,"Agriculture",594
"200",2007,14474.23,50230,301231207,97,7511.4,"Electric Power Industry",2467.9,"Waste",187.7
"201",2008,14478.07,50300,304093966,96.7,7294.5,"Electric Power Industry",2414.9,"Energy",6162.9
"202",2008,14478.07,50300,304093966,96.7,7294.5,"Electric Power Industry",2414.9,"Industrial Processes and Product Use",360.2
"203",2008,14478.07,50300,304093966,96.7,7294.5,"Electric Power Industry",2414.9,"Agriculture",586.2
"204",2008,14478.07,50300,304093966,96.7,7294.5,"Electric Power Industry",2414.9,"Waste",185.3
"205",2009,14769.86,49780,306771529,94.5,6840.7,"Electric Power Industry",2198.3,"Energy",5760
"206",2009,14769.86,49780,306771529,94.5,6840.7,"Electric Power Industry",2198.3,"Industrial Processes and Product Use",312.9
"207",2009,14769.86,49780,306771529,94.5,6840.7,"Electric Power Industry",2198.3,"Agriculture",585.7
"208",2009,14769.86,49780,306771529,94.5,6840.7,"Electric Power Industry",2198.3,"Waste",182.1
"209",2010,15048.97,49280,309327143,93.7,7058.2,"Electric Power Industry",2312.8,"Energy",5932.1
"210",2010,15048.97,49280,309327143,93.7,7058.2,"Electric Power Industry",2312.8,"Industrial Processes and Product Use",352
"211",2010,15048.97,49280,309327143,93.7,7058.2,"Electric Power Industry",2312.8,"Agriculture",591
"212",2010,15048.97,49280,309327143,93.7,7058.2,"Electric Power Industry",2312.8,"Waste",183.1
"213",2011,15599.73,50050,311583481,92.6,6907.2,"Electric Power Industry",2210,"Energy",5783.7
"214",2011,15599.73,50050,311583481,92.6,6907.2,"Electric Power Industry",2210,"Industrial Processes and Product Use",367
"215",2011,15599.73,50050,311583481,92.6,6907.2,"Electric Power Industry",2210,"Agriculture",582.4
"216",2011,15599.73,50050,311583481,92.6,6907.2,"Electric Power Industry",2210,"Waste",174.1
"217",2012,16253.97,51020,313877662,90.8,6670.5,"Electric Power Industry",2072.4,"Energy",5564.1
"218",2012,16253.97,51020,313877662,90.8,6670.5,"Electric Power Industry",2072.4,"Industrial Processes and Product Use",357.2
"219",2012,16253.97,51020,313877662,90.8,6670.5,"Electric Power Industry",2072.4,"Agriculture",572.6
"220",2012,16253.97,51020,313877662,90.8,6670.5,"Electric Power Industry",2072.4,"Waste",176.6
"221",2013,16880.68,53590,316059947,89.3,6841.7,"Electric Power Industry",2090.7,"Energy",5714.1
"222",2013,16880.68,53590,316059947,89.3,6841.7,"Electric Power Industry",2090.7,"Industrial Processes and Product Use",357.2
"223",2013,16880.68,53590,316059947,89.3,6841.7,"Electric Power Industry",2090.7,"Agriculture",597.5
"224",2013,16880.68,53590,316059947,89.3,6841.7,"Electric Power Industry",2090.7,"Waste",172.8
"225",2014,17608.14,53660,318386329,87.7,6898.5,"Electric Power Industry",2090.9,"Energy",5754.1
"226",2014,17608.14,53660,318386329,87.7,6898.5,"Electric Power Industry",2090.9,"Industrial Processes and Product Use",368.7
"227",2014,17608.14,53660,318386329,87.7,6898.5,"Electric Power Industry",2090.9,"Agriculture",603
"228",2014,17608.14,53660,318386329,87.7,6898.5,"Electric Power Industry",2090.9,"Waste",172.7
"229",2015,18295.02,56520,320738994,89.8,6737.4,"Electric Power Industry",1951.5,"Energy",5596.8
"230",2015,18295.02,56520,320738994,89.8,6737.4,"Electric Power Industry",1951.5,"Industrial Processes and Product Use",363.9
"231",2015,18295.02,56520,320738994,89.8,6737.4,"Electric Power Industry",1951.5,"Agriculture",604.9
"232",2015,18295.02,56520,320738994,89.8,6737.4,"Electric Power Industry",1951.5,"Waste",171.7
"233",2016,18804.91,59040,323071755,92,6578.4,"Electric Power Industry",1859.2,"Energy",5450.8
"234",2016,18804.91,59040,323071755,92,6578.4,"Electric Power Industry",1859.2,"Industrial Processes and Product Use",357.6
"235",2016,18804.91,59040,323071755,92,6578.4,"Electric Power Industry",1859.2,"Agriculture",601.8
"236",2016,18804.91,59040,323071755,92,6578.4,"Electric Power Industry",1859.2,"Waste",168.3
"237",2017,19612.1,61140,325122128,93.6,6561.8,"Electric Power Industry",1779.2,"Energy",5418.7
"238",2017,19612.1,61140,325122128,93.6,6561.8,"Electric Power Industry",1779.2,"Industrial Processes and Product Use",359.1
"239",2017,19612.1,61140,325122128,93.6,6561.8,"Electric Power Industry",1779.2,"Agriculture",613.1
"240",2017,19612.1,61140,325122128,93.6,6561.8,"Electric Power Industry",1779.2,"Waste",170.9
"241",2018,20656.52,63180,326838199,94.4,6754.8,"Electric Power Industry",1799.1,"Energy",5589.5
"242",2018,20656.52,63180,326838199,94.4,6754.8,"Electric Power Industry",1799.1,"Industrial Processes and Product Use",362.2
"243",2018,20656.52,63180,326838199,94.4,6754.8,"Electric Power Industry",1799.1,"Agriculture",629.5
"244",2018,20656.52,63180,326838199,94.4,6754.8,"Electric Power Industry",1799.1,"Waste",173.7
"245",2019,21322.95,68700,328329953,94.8,6617.9,"Electric Power Industry",1650.5,"Energy",5460.6
"246",2019,21322.95,68700,328329953,94.8,6617.9,"Electric Power Industry",1650.5,"Industrial Processes and Product Use",366.8
"247",2019,21322.95,68700,328329953,94.8,6617.9,"Electric Power Industry",1650.5,"Agriculture",614.5
"248",2019,21322.95,68700,328329953,94.8,6617.9,"Electric Power Industry",1650.5,"Waste",176
"249",2020,21521.4,68010,331511512,94.4,6026,"Electric Power Industry",1481.8,"Energy",4894
"250",2020,21521.4,68010,331511512,94.4,6026,"Electric Power Industry",1481.8,"Industrial Processes and Product Use",363.2
"251",2020,21521.4,68010,331511512,94.4,6026,"Electric Power Industry",1481.8,"Agriculture",597.3
"252",2020,21521.4,68010,331511512,94.4,6026,"Electric Power Industry",1481.8,"Waste",171.5
"253",2021,23594.03,70780,332031554,93.6,6340.2,"Electric Power Industry",1584.1,"Energy",5196.6
"254",2021,23594.03,70780,332031554,93.6,6340.2,"Electric Power Industry",1584.1,"Industrial Processes and Product Use",376.4
"255",2021,23594.03,70780,332031554,93.6,6340.2,"Electric Power Industry",1584.1,"Agriculture",598.1
"256",2021,23594.03,70780,332031554,93.6,6340.2,"Electric Power Industry",1584.1,"Waste",169.2
"257",1990,5963.14,29940,249464396,99.3,6487.3,"Industry",1677.3,"Energy",5368
"258",1990,5963.14,29940,249464396,99.3,6487.3,"Industry",1677.3,"Industrial Processes and Product Use",335.4
"259",1990,5963.14,29940,249464396,99.3,6487.3,"Industry",1677.3,"Agriculture",548
"260",1990,5963.14,29940,249464396,99.3,6487.3,"Industry",1677.3,"Waste",236
"261",1991,6158.13,30130,252153092,99.4,6418.4,"Industry",1651.4,"Energy",5321
"262",1991,6158.13,30130,252153092,99.4,6418.4,"Industry",1651.4,"Industrial Processes and Product Use",317.3
"263",1991,6158.13,30130,252153092,99.4,6418.4,"Industry",1651.4,"Agriculture",540.7
"264",1991,6158.13,30130,252153092,99.4,6418.4,"Industry",1651.4,"Waste",239.3
"265",1992,6520.33,30640,255029699,100.1,6534.9,"Industry",1687.7,"Energy",5428.4
"266",1992,6520.33,30640,255029699,100.1,6534.9,"Industry",1687.7,"Industrial Processes and Product Use",322.8
"267",1992,6520.33,30640,255029699,100.1,6534.9,"Industry",1687.7,"Agriculture",543.7
"268",1992,6520.33,30640,255029699,100.1,6534.9,"Industry",1687.7,"Waste",239.9
"269",1993,6858.56,31240,257782608,100.9,6639.5,"Industry",1657.1,"Energy",5517.5
"270",1993,6858.56,31240,257782608,100.9,6639.5,"Industry",1657.1,"Industrial Processes and Product Use",322.2
"271",1993,6858.56,31240,257782608,100.9,6639.5,"Industry",1657.1,"Agriculture",561.7
"272",1993,6858.56,31240,257782608,100.9,6639.5,"Industry",1657.1,"Waste",238.1
"273",1994,7287.24,32260,260327021,101.7,6745.2,"Industry",1683.9,"Energy",5606.3
